match_no,inning,date,batting_team,bowling_team,over,ball,batter,bowler,non_striker,batsman_runs,extra_runs,total_runs,extras_type,is_wicket,player_dismissed,dismissal_kind,fielder
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,0,1,Lokesh Bam,K Mahato,MJ Guptill,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,0,2,Lokesh Bam,K Mahato,MJ Guptill,4,0,4,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,0,3,Lokesh Bam,K Mahato,MJ Guptill,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,0,4,Lokesh Bam,K Mahato,MJ Guptill,0,1,1,wides,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,0,5,Lokesh Bam,K Mahato,MJ Guptill,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,0,6,Lokesh Bam,K Mahato,MJ Guptill,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,0,7,MJ Guptill,K Mahato,Lokesh Bam,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,1,1,Lokesh Bam,LN Rajbanshi,MJ Guptill,0,0,0,,True,Lokesh Bam,bowled,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,1,2,Aqib Ilyas,LN Rajbanshi,MJ Guptill,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,1,3,Aqib Ilyas,LN Rajbanshi,MJ Guptill,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,1,4,Aqib Ilyas,LN Rajbanshi,MJ Guptill,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,1,5,MJ Guptill,LN Rajbanshi,Aqib Ilyas,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,1,6,MJ Guptill,LN Rajbanshi,Aqib Ilyas,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,2,1,Aqib Ilyas,K Mahato,MJ Guptill,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,2,2,MJ Guptill,K Mahato,Aqib Ilyas,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,2,3,Aqib Ilyas,K Mahato,MJ Guptill,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,2,4,MJ Guptill,K Mahato,Aqib Ilyas,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,2,5,MJ Guptill,K Mahato,Aqib Ilyas,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,2,6,MJ Guptill,K Mahato,Aqib Ilyas,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,3,1,MJ Guptill,LN Rajbanshi,Aqib Ilyas,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,3,2,MJ Guptill,LN Rajbanshi,Aqib Ilyas,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,3,3,Aqib Ilyas,LN Rajbanshi,MJ Guptill,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,3,4,MJ Guptill,LN Rajbanshi,Aqib Ilyas,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,3,5,Aqib Ilyas,LN Rajbanshi,MJ Guptill,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,3,6,MJ Guptill,LN Rajbanshi,Aqib Ilyas,4,0,4,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,4,5,MJ Guptill,BWM Mike,Aqib Ilyas,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,4,4,MJ Guptill,BWM Mike,Aqib Ilyas,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,4,3,Aqib Ilyas,BWM Mike,MJ Guptill,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,4,2,Aqib Ilyas,BWM Mike,MJ Guptill,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,4,1,Aqib Ilyas,BWM Mike,MJ Guptill,2,0,2,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,4,6,Aqib Ilyas,BWM Mike,MJ Guptill,4,0,4,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,5,1,MJ Guptill,LN Rajbanshi,Aqib Ilyas,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,5,2,MJ Guptill,LN Rajbanshi,Aqib Ilyas,4,0,4,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,5,3,MJ Guptill,LN Rajbanshi,Aqib Ilyas,4,0,4,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,5,4,MJ Guptill,LN Rajbanshi,Aqib Ilyas,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,5,5,MJ Guptill,LN Rajbanshi,Aqib Ilyas,2,0,2,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,5,6,MJ Guptill,LN Rajbanshi,Aqib Ilyas,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,6,1,MJ Guptill,Mohammad Mohsin,Aqib Ilyas,4,0,4,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,6,2,MJ Guptill,Mohammad Mohsin,Aqib Ilyas,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,6,3,Aqib Ilyas,Mohammad Mohsin,MJ Guptill,0,1,1,legbyes,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,6,4,MJ Guptill,Mohammad Mohsin,Aqib Ilyas,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,6,5,Aqib Ilyas,Mohammad Mohsin,MJ Guptill,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,6,6,Aqib Ilyas,Mohammad Mohsin,MJ Guptill,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,7,2,MJ Guptill,TB Thapa,Aqib Ilyas,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,7,3,MJ Guptill,TB Thapa,Aqib Ilyas,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,7,4,Aqib Ilyas,TB Thapa,MJ Guptill,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,7,5,MJ Guptill,TB Thapa,Aqib Ilyas,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,7,6,MJ Guptill,TB Thapa,Aqib Ilyas,4,0,4,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,7,1,Aqib Ilyas,TB Thapa,MJ Guptill,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,8,1,Aqib Ilyas,Mohammad Mohsin,MJ Guptill,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,8,2,Aqib Ilyas,Mohammad Mohsin,MJ Guptill,0,0,0,,True,Aqib Ilyas,lbw,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,8,3,NR Kirton,Mohammad Mohsin,MJ Guptill,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,8,4,MJ Guptill,Mohammad Mohsin,NR Kirton,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,8,5,NR Kirton,Mohammad Mohsin,MJ Guptill,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,8,6,NR Kirton,Mohammad Mohsin,MJ Guptill,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,9,1,MJ Guptill,H Thaker,NR Kirton,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,9,2,MJ Guptill,H Thaker,NR Kirton,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,9,3,MJ Guptill,H Thaker,NR Kirton,4,0,4,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,9,4,MJ Guptill,H Thaker,NR Kirton,4,0,4,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,9,5,MJ Guptill,H Thaker,NR Kirton,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,9,6,NR Kirton,H Thaker,MJ Guptill,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,10,1,NR Kirton,Mohammad Mohsin,MJ Guptill,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,10,2,NR Kirton,Mohammad Mohsin,MJ Guptill,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,10,3,NR Kirton,Mohammad Mohsin,MJ Guptill,4,0,4,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,10,4,NR Kirton,Mohammad Mohsin,MJ Guptill,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,10,6,MJ Guptill,Mohammad Mohsin,NR Kirton,2,0,2,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,10,5,NR Kirton,Mohammad Mohsin,MJ Guptill,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,11,1,NR Kirton,H Thaker,MJ Guptill,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,11,2,MJ Guptill,H Thaker,NR Kirton,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,11,3,NR Kirton,H Thaker,MJ Guptill,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,11,5,MJ Guptill,H Thaker,NR Kirton,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,11,6,NR Kirton,H Thaker,MJ Guptill,0,0,0,,True,NR Kirton,bowled,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,11,4,NR Kirton,H Thaker,MJ Guptill,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,12,1,MJ Guptill,BWM Mike,Basir Ahamad,6,0,6,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,12,2,MJ Guptill,BWM Mike,Basir Ahamad,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,12,3,Basir Ahamad,BWM Mike,MJ Guptill,0,1,1,legbyes,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,12,4,MJ Guptill,BWM Mike,Basir Ahamad,0,1,1,legbyes,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,12,5,Basir Ahamad,BWM Mike,MJ Guptill,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,12,6,MJ Guptill,BWM Mike,Basir Ahamad,0,5,5,wides,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,12,7,MJ Guptill,BWM Mike,Basir Ahamad,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,13,6,MJ Guptill,H Thaker,Basir Ahamad,0,0,0,,True,MJ Guptill,caught,AK Sah
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,13,5,MJ Guptill,H Thaker,Basir Ahamad,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,13,3,Basir Ahamad,H Thaker,MJ Guptill,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,13,4,MJ Guptill,H Thaker,Basir Ahamad,2,0,2,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,13,1,Basir Ahamad,H Thaker,MJ Guptill,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,13,2,MJ Guptill,H Thaker,Basir Ahamad,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,14,1,Basir Ahamad,Mohammad Mohsin,RP Magar,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,14,2,Basir Ahamad,Mohammad Mohsin,RP Magar,2,0,2,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,14,3,Basir Ahamad,Mohammad Mohsin,RP Magar,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,14,4,RP Magar,Mohammad Mohsin,Basir Ahamad,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,14,5,RP Magar,Mohammad Mohsin,Basir Ahamad,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,14,6,RP Magar,Mohammad Mohsin,Basir Ahamad,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,15,1,RP Magar,H Thaker,Basir Ahamad,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,15,2,RP Magar,H Thaker,Basir Ahamad,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,15,3,RP Magar,H Thaker,Basir Ahamad,0,0,0,,True,RP Magar,run out,BKEL Milantha
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,15,4,Pratis GC,H Thaker,Basir Ahamad,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,15,5,Basir Ahamad,H Thaker,Pratis GC,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,15,6,Pratis GC,H Thaker,Basir Ahamad,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,16,2,S Lamichhane,LN Rajbanshi,Basir Ahamad,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,16,3,Basir Ahamad,LN Rajbanshi,S Lamichhane,0,0,0,,True,Basir Ahamad,caught,AK Sah
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,16,4,CB Sole,LN Rajbanshi,S Lamichhane,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,16,5,S Lamichhane,LN Rajbanshi,CB Sole,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,16,6,S Lamichhane,LN Rajbanshi,CB Sole,6,0,6,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,16,1,Pratis GC,LN Rajbanshi,Basir Ahamad,0,0,0,,True,Pratis GC,bowled,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,17,8,A Kharel,K Mahato,CB Sole,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,17,1,CB Sole,K Mahato,S Lamichhane,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,17,2,CB Sole,K Mahato,S Lamichhane,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,17,3,S Lamichhane,K Mahato,CB Sole,0,0,0,,True,S Lamichhane,caught,A Yadav
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,17,4,JK Mukhiya,K Mahato,CB Sole,0,0,0,,True,JK Mukhiya,bowled,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,17,5,A Kharel,K Mahato,CB Sole,0,1,1,noballs,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,17,7,A Kharel,K Mahato,CB Sole,4,0,4,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,17,6,A Kharel,K Mahato,CB Sole,0,1,1,wides,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,18,4,A Kharel,BWM Mike,CB Sole,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,18,5,CB Sole,BWM Mike,A Kharel,0,2,2,wides,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,18,6,A Kharel,BWM Mike,CB Sole,0,0,0,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,18,7,A Kharel,BWM Mike,CB Sole,1,0,1,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,18,8,CB Sole,BWM Mike,A Kharel,2,0,2,,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,18,9,CB Sole,BWM Mike,A Kharel,0,0,0,,True,CB Sole,caught,Mohammad Mohsin
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,18,3,A Kharel,BWM Mike,CB Sole,0,1,1,wides,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,18,2,A Kharel,BWM Mike,CB Sole,0,1,1,wides,False,,,
1,1,2024-11-30,Biratnagar Kings,Janakpur Bolts,18,1,A Kharel,BWM Mike,CB Sole,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,0,1,AK Sah,CB Sole,Aasif Sheikh,0,5,5,wides,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,0,2,AK Sah,CB Sole,Aasif Sheikh,0,1,1,wides,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,0,3,AK Sah,CB Sole,Aasif Sheikh,5,0,5,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,0,4,Aasif Sheikh,CB Sole,AK Sah,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,0,5,Aasif Sheikh,CB Sole,AK Sah,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,0,6,Aasif Sheikh,CB Sole,AK Sah,0,0,0,,True,Aasif Sheikh,bowled,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,0,8,BKEL Milantha,CB Sole,AK Sah,1,0,1,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,0,9,AK Sah,CB Sole,BKEL Milantha,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,0,7,BKEL Milantha,CB Sole,AK Sah,0,1,1,wides,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,1,1,BKEL Milantha,Pratis GC,AK Sah,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,1,2,BKEL Milantha,Pratis GC,AK Sah,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,1,3,BKEL Milantha,Pratis GC,AK Sah,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,1,4,BKEL Milantha,Pratis GC,AK Sah,1,0,1,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,1,5,AK Sah,Pratis GC,BKEL Milantha,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,1,6,AK Sah,Pratis GC,BKEL Milantha,0,1,1,wides,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,1,7,AK Sah,Pratis GC,BKEL Milantha,0,0,0,,True,AK Sah,bowled,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,2,7,BKEL Milantha,CB Sole,H Thaker,4,0,4,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,2,8,BKEL Milantha,CB Sole,H Thaker,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,2,6,BKEL Milantha,CB Sole,H Thaker,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,2,5,BKEL Milantha,CB Sole,H Thaker,0,4,4,legbyes,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,2,3,BKEL Milantha,CB Sole,H Thaker,4,0,4,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,2,4,BKEL Milantha,CB Sole,H Thaker,0,1,1,wides,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,2,1,BKEL Milantha,CB Sole,H Thaker,0,1,1,wides,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,2,2,BKEL Milantha,CB Sole,H Thaker,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,3,1,H Thaker,JK Mukhiya,BKEL Milantha,0,1,1,wides,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,3,2,H Thaker,JK Mukhiya,BKEL Milantha,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,3,3,H Thaker,JK Mukhiya,BKEL Milantha,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,3,4,H Thaker,JK Mukhiya,BKEL Milantha,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,3,5,H Thaker,JK Mukhiya,BKEL Milantha,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,3,6,H Thaker,JK Mukhiya,BKEL Milantha,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,3,7,H Thaker,JK Mukhiya,BKEL Milantha,0,4,4,legbyes,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,4,1,BKEL Milantha,Pratis GC,H Thaker,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,4,2,BKEL Milantha,Pratis GC,H Thaker,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,4,3,BKEL Milantha,Pratis GC,H Thaker,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,4,5,BKEL Milantha,Pratis GC,H Thaker,0,1,1,wides,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,4,6,BKEL Milantha,Pratis GC,H Thaker,0,1,1,wides,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,4,7,BKEL Milantha,Pratis GC,H Thaker,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,4,8,BKEL Milantha,Pratis GC,H Thaker,6,0,6,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,4,4,BKEL Milantha,Pratis GC,H Thaker,4,0,4,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,5,1,H Thaker,Aqib Ilyas,BKEL Milantha,2,0,2,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,5,2,H Thaker,Aqib Ilyas,BKEL Milantha,1,0,1,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,5,3,BKEL Milantha,Aqib Ilyas,H Thaker,1,0,1,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,5,4,H Thaker,Aqib Ilyas,BKEL Milantha,1,0,1,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,5,5,BKEL Milantha,Aqib Ilyas,H Thaker,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,5,6,BKEL Milantha,Aqib Ilyas,H Thaker,1,0,1,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,6,1,BKEL Milantha,S Lamichhane,H Thaker,1,0,1,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,6,2,H Thaker,S Lamichhane,BKEL Milantha,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,6,3,H Thaker,S Lamichhane,BKEL Milantha,1,0,1,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,6,5,BKEL Milantha,S Lamichhane,H Thaker,1,0,1,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,6,6,H Thaker,S Lamichhane,BKEL Milantha,2,0,2,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,6,4,BKEL Milantha,S Lamichhane,H Thaker,4,0,4,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,7,1,BKEL Milantha,Aqib Ilyas,H Thaker,1,0,1,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,7,2,H Thaker,Aqib Ilyas,BKEL Milantha,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,7,3,H Thaker,Aqib Ilyas,BKEL Milantha,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,7,4,H Thaker,Aqib Ilyas,BKEL Milantha,1,0,1,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,7,5,BKEL Milantha,Aqib Ilyas,H Thaker,6,0,6,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,7,6,BKEL Milantha,Aqib Ilyas,H Thaker,1,0,1,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,8,1,BKEL Milantha,S Lamichhane,H Thaker,1,0,1,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,8,2,H Thaker,S Lamichhane,BKEL Milantha,1,0,1,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,8,3,BKEL Milantha,S Lamichhane,H Thaker,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,8,4,BKEL Milantha,S Lamichhane,H Thaker,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,8,5,BKEL Milantha,S Lamichhane,H Thaker,4,0,4,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,8,6,BKEL Milantha,S Lamichhane,H Thaker,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,9,1,H Thaker,Aqib Ilyas,BKEL Milantha,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,9,2,H Thaker,Aqib Ilyas,BKEL Milantha,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,9,3,H Thaker,Aqib Ilyas,BKEL Milantha,1,0,1,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,9,4,BKEL Milantha,Aqib Ilyas,H Thaker,1,0,1,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,9,5,H Thaker,Aqib Ilyas,BKEL Milantha,1,0,1,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,9,6,BKEL Milantha,Aqib Ilyas,H Thaker,1,0,1,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,10,1,BKEL Milantha,S Lamichhane,H Thaker,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,10,2,BKEL Milantha,S Lamichhane,H Thaker,0,0,0,,False,,,
1,2,2024-11-30,Janakpur Bolts,Biratnagar Kings,10,3,BKEL Milantha,S Lamichhane,H Thaker,1,0,1,,False,,,
